round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,28.712800500001322,3,0,1
1,0.1011,27.09358880000036,3,1,1
2,0.1392,26.73531240000011,3,1,1
3,0.1852,26.745096299999204,3,1,1
4,0.2697,26.77542749999884,3,3,1
5,0.2908,25.399392799999987,3,3,1
6,0.3226,25.419838199999504,3,3,1
7,0.346,24.998673500000223,3,3,1
8,0.3771,25.413038000000597,3,3,1
9,0.3951,25.42738730000019,3,3,1
10,0.4111,25.431906699999672,3,3,1
11,0.4164,25.12353660000008,3,3,1
12,0.4379,25.787120900000446,3,3,1
13,0.4358,25.063817400001426,3,3,1
14,0.4616,25.20435080000061,3,3,1
15,0.4613,25.225352700001167,3,3,1
16,0.471,25.13991250000072,3,3,1
17,0.4877,25.477250199999617,3,3,1
18,0.4876,25.25098760000037,3,3,1
19,0.4965,25.32290220000141,3,3,1
20,0.5053,25.084429000000455,3,3,1
21,0.5129,25.08541139999943,3,3,1
22,0.518,25.495092699999077,3,3,1
23,0.5191,25.10641890000079,3,3,1
24,0.5227,25.356740199998967,3,3,1
25,0.534,24.853518399999302,3,3,1
26,0.5354,25.3339890999996,3,3,1
27,0.5337,25.38857149999967,3,3,1
28,0.5438,25.165051300000414,3,3,1
29,0.5454,25.017931399999725,3,3,1
