round,acc,t_round_s,n_malicious,asr
0,0.1,11.960785700000997,9,1.0
1,0.1229,11.487671499999124,9,0.9998888888888889
2,0.2026,11.808282999998482,9,0.9972222222222222
3,0.2758,12.633600499997556,9,0.8636666666666667
4,0.2817,12.835413099997822,9,0.9623333333333334
5,0.3021,12.514316100001452,9,0.9493333333333334
6,0.3384,12.930809400000726,9,0.9811111111111112
7,0.3613,13.33432289999837,9,0.9644444444444444
8,0.3924,13.174119199997222,9,0.9743333333333334
9,0.4077,14.159370900000795,9,0.9536666666666667
10,0.4235,12.855844599998818,9,0.9635555555555556
11,0.4428,12.980804299997544,9,0.9543333333333334
12,0.4479,11.984044600001653,9,0.9551111111111111
13,0.457,11.788978100001259,9,0.9607777777777777
14,0.4644,11.932538799999747,9,0.9533333333333334
15,0.4695,11.808795900000405,9,0.962
16,0.4753,11.921843200001604,9,0.9568888888888889
17,0.4804,11.48731410000255,9,0.9617777777777777
18,0.4872,11.811433099999704,9,0.9605555555555556
19,0.4918,11.903450000001612,9,0.9573333333333334
20,0.495,11.842486099998496,9,0.9568888888888889
21,0.5038,12.111430900000414,9,0.9588888888888889
22,0.5079,11.68970629999967,9,0.9635555555555556
23,0.5124,12.21143409999786,9,0.9606666666666667
24,0.5155,12.510759899996629,9,0.965
25,0.5204,11.790473699998984,9,0.9632222222222222
26,0.5187,12.252499900001567,9,0.9588888888888889
27,0.5296,11.749621099999786,9,0.9632222222222222
28,0.5337,12.47158109999873,9,0.9634444444444444
29,0.5363,11.78949019999709,9,0.967
30,0.5406,11.796929700001783,9,0.967
31,0.5433,11.888227600000391,9,0.9667777777777777
32,0.5459,11.587754299998778,9,0.9668888888888889
33,0.5527,12.18417000000045,9,0.9712222222222222
34,0.5553,12.034281100000953,9,0.9714444444444444
35,0.5561,12.74434249999831,9,0.9671111111111111
36,0.5625,11.597243799998978,9,0.9708888888888889
37,0.5643,11.715360099999089,9,0.9692222222222222
38,0.569,12.353017400000681,9,0.9723333333333334
39,0.5744,11.903952000000572,9,0.9678888888888889
40,0.5743,12.37162840000019,9,0.9735555555555555
41,0.5773,11.698720899999898,9,0.9686666666666667
42,0.5812,12.108617899997625,9,0.9726666666666667
43,0.5831,12.595498900001985,9,0.9724444444444444
44,0.5866,11.931236099997477,9,0.973
45,0.5907,12.020718399999168,9,0.9733333333333334
46,0.5944,12.087887800000317,9,0.9735555555555555
47,0.5963,11.669210499996552,9,0.9736666666666667
48,0.6002,12.44665559999703,9,0.978
49,0.606,13.148836600001232,9,0.9754444444444444
