round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,21.885380199999418,9,0,0
1,0.1,22.532236099999864,9,1,0
2,0.1,23.313498100000288,9,2,1
3,0.1,22.938567499999408,9,5,1
4,0.1368,21.36762980000094,9,6,1
5,0.1004,21.302098099999057,9,7,1
6,0.1794,20.4198593000001,9,7,1
7,0.199,20.692687599999772,9,7,1
8,0.2153,21.42682849999983,9,8,1
9,0.2646,20.03594239999984,9,8,1
10,0.2723,21.053186499999356,9,8,1
11,0.296,20.723976900000707,9,9,1
12,0.3103,19.967850799999724,9,9,1
13,0.3458,20.1851170000009,9,9,1
14,0.3538,20.248160999999527,9,9,1
15,0.3872,20.213188399999126,9,9,1
16,0.4001,20.312261400000352,9,9,1
17,0.4094,20.31129839999994,9,9,1
18,0.4277,20.32382680000046,9,9,1
19,0.433,20.642814599999838,9,9,1
20,0.4518,22.22224450000067,9,9,1
21,0.4566,20.364528000000064,9,9,1
22,0.464,20.60618009999962,9,9,1
23,0.4713,20.2912254999992,9,9,1
24,0.4741,20.72441550000076,9,9,1
25,0.4877,20.74338500000158,9,9,1
26,0.4851,20.800857899999755,9,9,1
27,0.4903,20.784463699999833,9,9,1
28,0.502,20.70671389999916,9,9,1
29,0.5058,20.576015499998903,9,9,1
