round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1,39.13255759999811,6,0,0,5,2,1,0.0,0.0,1.0
1,0.1548,38.82957610000085,6,0,0,6,1,1,0.0,0.0,0.8644444444444445
2,0.2572,38.84246910000002,6,0,0,5,5,3,0.0,0.0,0.1302222222222222
3,0.2568,40.034302500000194,6,0,0,5,7,4,0.0,0.0,0.24655555555555556
4,0.2721,38.997469300000375,6,0,0,4,1,0,0.0,0.0,0.7043333333333334
5,0.2886,38.912983900001564,6,0,0,5,4,3,0.0,0.007,0.16366666666666665
6,0.3095,37.97155439999915,6,0,0,5,7,4,0.0,0.012,0.49477777777777776
7,0.3526,34.544734099999914,6,0,0,4,4,2,0.0,0.016,0.856
8,0.3905,44.185865499999636,6,0,0,5,2,2,0.0,0.019,0.7296666666666667
9,0.3664,43.762985900000785,6,0,0,6,5,4,0.033,0.021,0.8367777777777777
10,0.4035,43.37400390000039,6,0,0,4,6,4,0.061,0.023,0.5753333333333334
11,0.4168,45.969351600000664,6,0,0,5,5,3,0.083,0.024,0.8035555555555556
12,0.418,49.01901429999998,6,0,0,5,6,3,0.09,0.042,0.9168888888888889
13,0.4496,51.343374699998094,6,0,1,5,2,1,0.095,0.042,0.9313333333333333
14,0.4599,51.789576600000146,6,0,1,5,2,0,0.089,0.04,0.9428888888888889
15,0.4724,50.1694682999987,6,0,1,5,3,1,0.083,0.039,0.9527777777777777
16,0.4547,50.02160979999826,6,0,1,5,5,4,0.078,0.037,0.9318888888888889
17,0.4689,51.01292430000103,6,0,1,6,4,3,0.074,0.039,0.941
18,0.4683,51.16736850000234,6,0,1,5,4,2,0.079,0.038,0.932
19,0.4962,50.92673000000286,6,0,1,4,3,1,0.075,0.037,0.9424444444444444
20,0.4971,50.97764309999911,6,0,1,6,2,2,0.071,0.036,0.9654444444444444
21,0.4828,48.215647699998954,6,0,1,5,5,3,0.076,0.037,0.9423333333333334
22,0.5116,35.92714200000046,6,0,1,5,0,0,0.072,0.036,0.953
23,0.5166,36.97790560000067,6,0,1,4,3,1,0.069,0.035,0.9694444444444444
24,0.5268,65.312412700001,6,0,1,6,2,1,0.067,0.035,0.9565555555555556
25,0.5224,61.6841534999985,6,0,1,5,1,1,0.064,0.034,0.9572222222222222
26,0.5292,66.0891460999992,6,0,1,5,3,2,0.062,0.033,0.952
27,0.5301,62.99440499999764,6,0,1,5,3,2,0.06,0.033,0.961
28,0.5441,63.403815900001064,6,0,1,5,3,3,0.057,0.032,0.9436666666666667
29,0.5291,68.79348780000146,6,0,1,6,3,2,0.056,0.032,0.9518888888888889
30,0.5406,60.322375899999315,6,0,1,5,2,0,0.054,0.031,0.9638888888888889
31,0.5313,61.46854330000133,6,0,1,5,6,5,0.052,0.031,0.946
32,0.5392,57.84452349999992,6,0,1,4,4,2,0.051,0.03,0.9574444444444444
33,0.5637,58.797821700001805,6,0,1,6,3,1,0.049,0.031,0.957
34,0.5647,60.10472319999826,6,0,1,5,4,2,0.048,0.031,0.9507777777777778
35,0.5761,65.18137200000274,6,0,1,6,2,0,0.046,0.031,0.9704444444444444
36,0.5734,68.12587839999833,6,0,1,6,2,0,0.045,0.03,0.967
37,0.5762,70.4102266000009,6,0,1,4,2,0,0.044,0.03,0.9655555555555555
38,0.5803,74.46410789999936,6,0,1,5,2,0,0.043,0.03,0.9677777777777777
39,0.5751,75.02419540000119,6,0,1,4,4,2,0.042,0.029,0.9578888888888889
40,0.5895,74.13845049999873,6,0,1,5,1,0,0.041,0.03,0.9655555555555555
41,0.5747,73.00608740000098,6,0,1,4,4,1,0.04,0.032,0.9653333333333334
42,0.5918,73.11266370000158,6,0,1,5,2,2,0.039,0.032,0.9576666666666667
43,0.6038,73.32299760000024,6,0,1,6,1,1,0.038,0.032,0.961
44,0.5977,74.81845660000181,6,0,1,5,2,1,0.037,0.032,0.954
45,0.613,73.660401000001,6,0,1,5,4,4,0.036,0.031,0.9593333333333334
46,0.5913,71.33259249999901,6,0,1,4,2,1,0.035,0.031,0.9512222222222222
47,0.6016,73.67894080000042,6,0,1,4,2,2,0.035,0.031,0.9521111111111111
48,0.6175,70.6880951000021,6,0,1,5,1,1,0.034,0.031,0.9591111111111111
49,0.605,72.18896089999907,6,0,1,5,5,1,0.033,0.032,0.9678888888888889
