round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1,63.48699019999913,6,0,0,5,1,1,0.0,0.0,1.0
1,0.2589,60.124028199999884,6,0,0,5,1,1,0.0,0.0,0.17944444444444443
2,0.212,60.759878999997454,6,0,0,5,2,0,0.0,0.0,0.93
3,0.2826,59.40212199999951,6,0,0,6,3,2,0.0,0.0,0.12088888888888889
4,0.2899,61.779813200002536,6,0,0,6,2,0,0.0,0.0,0.982
5,0.3452,66.53853049999816,6,0,0,5,1,0,0.0,0.0,0.6003333333333334
6,0.3515,72.56865240000116,6,0,0,5,6,3,0.0,0.0,0.8571111111111112
7,0.3549,75.68692250000095,6,0,0,4,3,2,0.0,0.0,0.7933333333333333
8,0.3949,78.157533900001,6,0,0,5,3,1,0.0,0.0,0.8891111111111111
9,0.4198,78.98725719999857,6,0,0,6,2,2,0.0,0.004,0.9158888888888889
10,0.3893,76.31026360000033,6,0,0,6,7,5,0.0,0.008,0.9121111111111111
11,0.4336,76.4495519000011,6,0,0,6,2,2,0.0,0.007,0.8782222222222222
12,0.4398,76.44467579999764,6,0,0,5,1,1,0.0,0.006,0.9247777777777778
13,0.4677,76.26089069999944,6,0,0,5,2,1,0.0,0.006,0.939
14,0.472,76.89583809999749,6,0,0,4,5,2,0.0,0.006,0.9292222222222222
15,0.4773,73.89528700000301,6,0,0,5,2,1,0.0,0.005,0.9185555555555556
16,0.4761,74.8710594999975,6,0,0,5,1,0,0.0,0.005,0.9422222222222222
17,0.4846,73.99943000000349,6,0,0,6,2,2,0.0,0.005,0.9235555555555556
18,0.4939,75.40593889999946,6,0,0,5,4,2,0.0,0.004,0.9427777777777778
19,0.4852,71.53342649999831,6,0,0,4,1,0,0.0,0.004,0.9401111111111111
20,0.4982,70.53102269999727,6,0,0,5,3,1,0.0,0.004,0.9387777777777778
21,0.51,70.53782670000146,6,0,0,6,3,1,0.0,0.004,0.9468888888888889
22,0.5143,67.36918960000185,6,0,0,6,3,2,0.0,0.004,0.9206666666666666
23,0.5184,69.98381179999706,6,0,0,6,3,2,0.0,0.003,0.946
24,0.5155,65.44713129999946,6,0,0,5,1,1,0.0,0.003,0.935
25,0.5338,67.2805445999984,6,0,0,5,4,3,0.0,0.003,0.9386666666666666
26,0.5251,65.82919419999962,6,0,0,5,3,2,0.0,0.003,0.9412222222222222
27,0.5207,71.0750657000026,6,0,0,5,4,2,0.0,0.004,0.9385555555555556
28,0.5437,74.07457509999949,6,0,0,5,1,1,0.0,0.006,0.9414444444444444
29,0.5404,62.23041319999902,6,0,0,6,3,3,0.0,0.007,0.9381111111111111
30,0.5627,72.05670409999948,6,0,0,6,2,2,0.0,0.007,0.9366666666666666
31,0.5379,73.2812649999978,6,0,0,6,5,2,0.0,0.007,0.9564444444444444
32,0.5577,74.1097800000025,6,0,0,5,1,0,0.0,0.006,0.9456666666666667
33,0.5639,73.96931750000294,6,0,0,4,1,0,0.0,0.006,0.9477777777777778
34,0.5604,69.70705950000047,6,0,0,5,5,3,0.0,0.006,0.9393333333333334
35,0.5733,73.87496470000042,6,0,0,6,4,2,0.0,0.007,0.9467777777777778
36,0.5667,66.99519389999841,6,0,0,5,3,1,0.0,0.009,0.9503333333333334
37,0.5695,67.00006609999764,6,0,0,5,1,1,0.0,0.009,0.9442222222222222
38,0.5767,71.1821560999997,6,0,0,5,4,1,0.0,0.009,0.9564444444444444
39,0.5819,65.64922750000187,6,0,0,5,1,0,0.0,0.008,0.9445555555555556
40,0.5753,64.37334710000141,6,0,0,5,4,1,0.0,0.008,0.9604444444444444
41,0.5856,73.52734769999734,6,0,0,5,3,2,0.0,0.008,0.9405555555555556
42,0.5915,72.13924229999975,6,0,0,5,4,3,0.0,0.008,0.9364444444444444
43,0.5964,72.83713299999727,6,0,0,5,1,1,0.0,0.008,0.9423333333333334
44,0.5912,67.81050299999697,6,0,0,5,3,2,0.0,0.008,0.9454444444444444
45,0.599,70.74119570000039,6,0,0,3,3,2,0.0,0.009,0.9265555555555556
46,0.6066,70.15115090000108,6,0,0,4,0,0,0.0,0.009,0.9456666666666667
47,0.6097,73.14902260000235,6,0,0,4,4,1,0.0,0.009,0.9496666666666667
48,0.6152,68.41303490000064,6,0,0,5,0,0,0.0,0.009,0.9425555555555556
49,0.6191,73.08037219999824,6,0,0,6,3,2,0.0,0.008,0.941
