round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.1006,5.713005800003884,6,0,1,1.0
1,0.2415,5.273030700001982,6,0,2,0.17144444444444445
2,0.2446,4.363208700000541,6,0,2,0.6517777777777778
3,0.2854,4.224027099990053,6,0,2,0.24766666666666667
4,0.3156,4.170972000007168,6,0,2,0.8591111111111112
5,0.3255,4.613324699996156,6,0,2,0.619
6,0.362,5.002820299996529,6,0,2,0.9115555555555556
7,0.3864,4.8973429999896325,6,0,2,0.8596666666666667
8,0.3995,4.964025900000706,6,0,2,0.9433333333333334
9,0.4293,4.983042799998657,6,0,2,0.9316666666666666
10,0.4292,5.027189899992663,6,0,2,0.9313333333333333
11,0.4491,5.158831299995654,6,0,2,0.9343333333333333
12,0.4589,5.0476158000092255,6,0,2,0.9356666666666666
13,0.4754,5.177081399990129,6,0,2,0.9367777777777778
14,0.4743,5.11521139999968,6,0,2,0.9493333333333334
15,0.4903,5.071981500004767,6,0,2,0.9401111111111111
16,0.4909,5.125987299994449,6,0,2,0.9418888888888889
17,0.5076,5.155799500003923,6,0,2,0.9485555555555556
18,0.5014,5.19415989999834,6,0,2,0.9487777777777778
19,0.514,5.065142699997523,6,0,2,0.9453333333333334
20,0.5203,5.141250600005151,6,0,2,0.9431111111111111
21,0.5228,5.048154000003706,6,0,2,0.9447777777777778
22,0.5293,5.1630663000105415,6,0,2,0.9496666666666667
23,0.5365,5.15678379999008,6,0,2,0.9538888888888889
24,0.5338,4.923288699996192,6,0,2,0.9458888888888889
25,0.5369,4.0909875000070315,6,0,2,0.95
26,0.5473,4.208052000001771,6,0,2,0.9508888888888889
27,0.5446,4.275269500009017,6,0,2,0.95
28,0.556,5.108936400007224,6,0,2,0.9485555555555556
29,0.5553,5.266643700000714,6,0,2,0.9483333333333334
30,0.5629,5.18196459999308,6,0,2,0.9525555555555556
31,0.5673,5.103965299989795,6,0,2,0.9571111111111111
32,0.5634,5.169863200004329,6,0,2,0.9502222222222222
33,0.5705,5.255520099992282,6,0,2,0.9497777777777778
34,0.5752,5.198195700009819,6,0,2,0.9516666666666667
35,0.5785,5.25699049999821,6,0,2,0.9476666666666667
36,0.5798,5.17877800000133,6,0,2,0.9505555555555556
37,0.5846,5.132146499992814,6,0,2,0.9526666666666667
38,0.5838,5.045284499996342,6,0,2,0.9506666666666667
39,0.5911,4.985029799994663,6,0,2,0.953
40,0.5932,5.139325100011774,6,0,2,0.956
41,0.5947,5.070102199999383,6,0,2,0.9493333333333334
42,0.5969,4.956890500005102,6,0,2,0.9508888888888889
43,0.6077,5.085259500003303,6,0,2,0.9506666666666667
44,0.6083,4.976229799998691,6,0,2,0.9523333333333334
45,0.6092,4.871669500003918,6,0,2,0.9565555555555556
46,0.6114,4.897298700001556,6,0,2,0.9562222222222222
47,0.6162,5.002124999999069,6,0,2,0.955
48,0.618,4.711554800000158,6,0,2,0.9588888888888889
49,0.6229,4.329048499988858,6,0,2,0.9562222222222222
