round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,28.472976299999573,9,0,0
1,0.114,28.00633420000122,9,1,0
2,0.1,27.244554699998844,9,2,0
3,0.1,26.839015200001086,9,5,0
4,0.1,23.805265699998927,9,6,0
5,0.1,23.257406400000036,9,6,0
6,0.1872,23.459758099999817,9,8,0
7,0.1723,22.508842999999615,9,8,0
8,0.2188,22.796373799999856,9,8,0
9,0.2859,22.32072589999916,9,8,0
10,0.2883,22.754608900000676,9,9,0
11,0.3467,21.836751599999843,9,9,0
12,0.3563,21.64541409999947,9,9,0
13,0.3796,21.940334099999745,9,9,0
14,0.3963,21.876906900000904,9,9,0
15,0.3986,22.003609700001107,9,9,0
16,0.4161,21.88970639999934,9,9,0
17,0.4196,21.762637499999983,9,9,0
18,0.4302,22.014142599999104,9,9,0
19,0.4369,21.987600700000257,9,9,0
20,0.455,21.858819299999595,9,9,0
21,0.4558,22.07884820000072,9,9,0
22,0.4713,22.1263512000005,9,9,0
23,0.4665,21.94269170000007,9,9,0
24,0.4774,21.944315300001108,9,9,0
25,0.4801,21.851286599998275,9,9,0
26,0.4835,22.374797700000272,9,9,0
27,0.4866,21.808699799999886,9,9,0
28,0.499,21.92019949999849,9,9,0
29,0.5007,21.732131200000367,9,9,0
