round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1237,26.341158799998084,3,0,0
1,0.1796,25.194029499998578,3,2,0
2,0.2237,24.37127690000125,3,3,0
3,0.2932,24.44346840000071,3,3,0
4,0.2915,24.484813200000644,3,3,0
5,0.3422,25.114681000002747,3,3,0
6,0.3579,24.130581999997958,3,3,0
7,0.3747,23.484280099997704,3,3,0
8,0.4073,23.09707840000192,3,3,1
9,0.3982,22.639869499998895,3,3,1
10,0.4397,22.619415900000604,3,3,1
11,0.4337,19.536750200000824,3,3,1
12,0.4415,19.644861700002366,3,3,1
13,0.4629,18.92392370000016,3,3,1
14,0.4629,18.10960569999952,3,3,1
15,0.4614,18.300335700001597,3,3,1
16,0.4777,18.4250248999997,3,3,1
17,0.4767,17.899817900000926,3,3,1
18,0.4879,17.72127399999954,3,3,1
19,0.4954,17.910806000003504,3,3,1
20,0.4996,17.835171999999147,3,3,1
21,0.5169,17.17316910000227,3,3,1
22,0.5009,17.106495500000165,3,3,1
23,0.524,17.407770400001027,3,3,1
24,0.5255,17.35499410000193,3,3,1
25,0.5278,16.979521199999,3,3,1
26,0.5349,16.97774660000141,3,3,1
27,0.5389,16.740530700000818,3,3,1
28,0.5458,16.87653979999959,3,3,1
29,0.5474,16.785578399998485,3,3,1
