round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.1366,5.674856300000101,3,0,1,0.8331111111111111
1,0.2512,5.274076799993054,3,0,2,0.10311111111111111
2,0.2925,4.891994900011923,3,0,2,0.2061111111111111
3,0.2921,4.187754800004768,3,0,2,0.12955555555555556
4,0.3355,4.119064800004708,3,0,2,0.19133333333333333
5,0.3501,4.274362900003325,3,0,3,0.10922222222222222
6,0.3808,4.721512200005236,3,0,3,0.20655555555555555
7,0.3984,4.941737300003297,3,0,3,0.14166666666666666
8,0.4109,4.938389200004167,3,0,3,0.217
9,0.4366,4.973454300008598,3,0,3,0.21788888888888888
10,0.4492,4.975502800007234,3,0,3,0.31833333333333336
11,0.4611,4.796581799993874,3,0,3,0.4101111111111111
12,0.4627,4.890117000002647,3,0,3,0.49044444444444446
13,0.475,4.780289399990579,3,0,3,0.5156666666666667
14,0.4831,4.755582500001765,3,0,3,0.6344444444444445
15,0.4881,4.783802999998443,3,0,3,0.6565555555555556
16,0.4965,4.898645699999179,3,0,3,0.6994444444444444
17,0.5056,4.79969610000262,3,0,3,0.6632222222222223
18,0.5158,4.860091199996532,3,0,3,0.7632222222222222
19,0.5172,4.837670699998853,3,0,3,0.7518888888888889
20,0.5288,4.878855200004182,3,0,3,0.7921111111111111
21,0.5276,4.954858099998091,3,0,3,0.8084444444444444
22,0.5366,5.039634400003706,3,0,3,0.8246666666666667
23,0.5375,4.843732599998475,3,0,3,0.8353333333333334
24,0.5419,4.737647200003266,3,0,3,0.8417777777777777
25,0.5487,4.750999000010779,3,0,3,0.8326666666666667
26,0.5534,4.806008699990343,3,0,3,0.858
27,0.5595,4.861843899998348,3,0,3,0.8627777777777778
28,0.5624,4.836959899999783,3,0,3,0.8527777777777777
29,0.5659,4.943499099987093,3,0,3,0.86
30,0.5745,4.7966619999933755,3,0,3,0.8558888888888889
31,0.5789,4.768887900005211,3,0,3,0.8625555555555555
32,0.5803,4.896728899999289,3,0,3,0.8574444444444445
33,0.5813,4.759783999994397,3,0,3,0.8753333333333333
34,0.5866,4.851346499999636,3,0,3,0.861
35,0.5907,5.084332200000063,3,0,3,0.8677777777777778
36,0.5955,5.05082869999751,3,0,3,0.8644444444444445
37,0.598,4.95127340000181,3,0,3,0.8738888888888889
38,0.6041,5.044950499999686,3,0,3,0.8661111111111112
39,0.6002,4.89407380000921,3,0,3,0.8682222222222222
40,0.6108,5.008358899998711,3,0,3,0.8618888888888889
41,0.6145,4.957023499999195,3,0,3,0.8644444444444445
42,0.6138,4.944913100000122,3,0,3,0.8736666666666667
43,0.6224,4.765853600008995,3,0,3,0.8615555555555555
44,0.6163,4.904043200003798,3,0,3,0.8661111111111112
45,0.6254,4.880525200002012,3,0,3,0.8758888888888889
46,0.6275,4.820293700002367,3,0,3,0.8811111111111111
47,0.6282,4.83587599999737,3,0,3,0.875
48,0.6329,4.958088600003975,3,0,3,0.8881111111111111
49,0.6345,4.798735799995484,3,0,3,0.8862222222222222
