round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.1019,5.185061600001063,6,0,0,1.0
1,0.2045,4.452188700000988,6,0,0,0.5617777777777778
2,0.24,5.013330400004634,6,0,0,0.4573333333333333
3,0.2764,5.243600499990862,6,0,0,0.47444444444444445
4,0.2921,4.869843699998455,6,0,0,0.5177777777777778
5,0.3209,4.537460399995325,6,0,0,0.5772222222222222
6,0.3568,4.435108999998192,6,1,0,0.6476666666666666
7,0.3959,4.479786600000807,6,1,0,0.6655555555555556
8,0.4143,5.208212400000775,6,1,0,0.7624444444444445
9,0.4292,5.201167700011865,6,1,0,0.79
10,0.4366,5.198436500009848,6,1,0,0.8194444444444444
11,0.4481,5.193732500003534,6,1,0,0.8335555555555556
12,0.4532,5.224788399995305,6,1,0,0.8724444444444445
13,0.4645,5.298414700009744,6,1,0,0.8567777777777777
14,0.4713,5.175162200001068,6,1,0,0.8781111111111111
15,0.4792,5.3913367000059225,6,1,0,0.8877777777777778
16,0.4887,5.249756000004709,6,1,0,0.8912222222222222
17,0.4879,5.263623200007714,6,1,0,0.9255555555555556
18,0.4986,5.217894800007343,6,1,0,0.9068888888888889
19,0.5024,5.156538099996396,6,1,0,0.903
20,0.5134,5.130264299994451,6,1,0,0.9188888888888889
21,0.5202,5.138174200008507,6,1,0,0.9268888888888889
22,0.5259,5.189618000003975,6,1,0,0.9166666666666666
23,0.5294,5.175233699992532,6,1,0,0.9224444444444444
24,0.5359,5.03586560000258,6,1,0,0.9257777777777778
25,0.5347,5.262727799999993,6,1,0,0.9278888888888889
26,0.5492,5.055283900001086,6,1,0,0.9188888888888889
27,0.5446,4.360914600008982,6,1,0,0.9257777777777778
28,0.5538,4.4225378000119235,6,1,0,0.9354444444444444
29,0.552,4.358715599999414,6,1,0,0.9313333333333333
30,0.5602,5.2123101000033785,6,1,0,0.934
31,0.5655,5.228413600008935,6,1,0,0.93
32,0.5703,5.201674700001604,6,1,0,0.9325555555555556
33,0.5704,5.217287200008286,6,1,0,0.9294444444444444
34,0.5768,5.15674060001038,6,1,0,0.9362222222222222
35,0.5793,5.21699400000216,6,1,0,0.9342222222222222
36,0.5805,5.317542999997386,6,1,0,0.9267777777777778
37,0.5815,5.152021100002457,6,1,0,0.9347777777777778
38,0.5869,5.175543599994853,6,1,0,0.9362222222222222
39,0.5947,5.274601800003438,6,1,0,0.9344444444444444
40,0.5931,5.214880200001062,6,1,0,0.9277777777777778
41,0.5978,5.300360799999908,6,1,0,0.9384444444444444
42,0.6024,5.141022800002247,6,1,0,0.9346666666666666
43,0.6067,5.147937100002309,6,1,0,0.9314444444444444
44,0.6091,5.18558170000324,6,1,0,0.9402222222222222
45,0.6169,4.998334399992018,6,1,0,0.9432222222222222
46,0.6138,5.038669599991408,6,1,0,0.9383333333333334
47,0.6166,5.2395257000025595,6,1,0,0.9443333333333334
48,0.6232,5.19410280000011,6,1,0,0.9387777777777778
49,0.6228,5.189305699997931,6,1,0,0.9494444444444444
