round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1,11.66084409999894,9,0,0,5,4,4,0.778,0.238,0.0
1,0.158,11.710850099996605,9,0,0,6,2,2,0.667,0.143,0.6758888888888889
2,0.2449,11.462667400002829,9,0,0,6,6,3,0.667,0.286,0.14777777777777779
3,0.1992,11.52602179999667,9,0,0,7,2,1,0.528,0.274,0.7525555555555555
4,0.3142,11.65311429999565,9,0,1,7,1,0,0.422,0.248,0.5125555555555555
5,0.2942,11.388210600001912,9,0,1,6,6,4,0.444,0.316,0.8352222222222222
6,0.3316,11.412562400000752,9,0,1,6,3,2,0.444,0.324,0.8433333333333334
7,0.3885,11.409425999998348,9,0,1,6,4,4,0.472,0.324,0.9342222222222222
8,0.338,11.669612699995923,9,0,1,6,4,3,0.481,0.329,0.7973333333333333
9,0.4097,11.583949799998663,9,2,1,6,3,2,0.467,0.329,0.975
10,0.4109,10.711901999995462,9,2,1,5,3,2,0.471,0.328,0.9372222222222222
11,0.4097,10.984082599999965,9,2,1,6,3,2,0.474,0.328,0.9613333333333334
12,0.4152,10.849015699997835,9,2,1,5,6,4,0.503,0.349,0.9192222222222223
13,0.4255,10.796519700001227,9,2,1,5,7,3,0.511,0.385,0.9797777777777777
14,0.4614,10.620364799993695,9,2,1,5,2,1,0.511,0.371,0.9506666666666667
15,0.4659,10.492267699999502,9,2,1,6,3,2,0.504,0.371,0.9625555555555556
16,0.4619,10.349933800003782,9,2,1,4,1,0,0.485,0.36,0.9547777777777777
17,0.4821,10.41376709999895,9,2,1,5,2,1,0.474,0.356,0.9598888888888889
18,0.4665,10.660335300002771,9,2,1,6,3,1,0.464,0.359,0.9777777777777777
19,0.4837,10.858417699993879,9,2,1,5,2,1,0.461,0.352,0.9481111111111111
20,0.5045,11.10203840000031,9,2,1,6,1,1,0.453,0.342,0.9556666666666667
21,0.5043,10.627612300006149,9,2,1,5,3,2,0.451,0.343,0.9748888888888889
22,0.5071,10.59846749999997,9,2,1,5,1,1,0.448,0.332,0.9444444444444444
23,0.5009,10.541269300003478,9,2,1,5,3,1,0.446,0.334,0.973
24,0.5171,10.537527200001932,9,2,1,6,1,0,0.436,0.328,0.9626666666666667
25,0.4602,10.545105099998182,9,2,1,6,4,2,0.434,0.335,0.9704444444444444
26,0.5232,10.709709900002053,9,2,1,5,4,2,0.433,0.341,0.9753333333333334
27,0.5359,10.783089300006395,9,2,1,7,1,0,0.424,0.336,0.964
28,0.5404,10.934041299995442,9,2,1,5,1,1,0.419,0.329,0.9623333333333334
29,0.5294,10.548851500003366,9,2,1,6,4,2,0.419,0.335,0.968
30,0.5449,10.412416899998789,9,2,1,6,1,1,0.414,0.328,0.9627777777777777
31,0.5344,10.638878699995985,9,2,1,5,2,1,0.414,0.325,0.9603333333333334
32,0.5468,10.200715999999375,9,2,1,5,4,1,0.41,0.332,0.972
33,0.5583,10.663622499996563,9,2,1,5,1,0,0.403,0.328,0.9708888888888889
34,0.5626,11.239784500001406,9,2,1,6,3,1,0.4,0.331,0.9712222222222222
35,0.5479,10.963149800001702,9,2,1,5,3,2,0.4,0.332,0.9611111111111111
36,0.5688,10.856841599998006,9,2,1,6,4,3,0.406,0.334,0.9607777777777777
37,0.5765,10.427553100002115,9,2,1,4,3,1,0.403,0.336,0.9691111111111111
38,0.5792,10.604834899997513,9,2,1,6,3,2,0.403,0.337,0.9645555555555556
39,0.5719,10.461844800003746,9,2,1,6,2,1,0.403,0.335,0.9631111111111111
40,0.5902,10.586061000001791,9,2,1,7,5,5,0.411,0.339,0.9621111111111111
41,0.5698,10.631080899998778,9,2,1,5,4,2,0.411,0.343,0.9641111111111111
42,0.5972,10.344299100004719,9,2,1,5,1,0,0.405,0.339,0.9716666666666667
43,0.592,10.280556300000171,9,2,1,6,2,2,0.405,0.337,0.9661111111111111
44,0.5904,10.302319400005217,9,2,1,5,3,1,0.402,0.339,0.9653333333333334
45,0.5961,10.188013999999384,9,2,1,5,2,1,0.4,0.337,0.9693333333333334
46,0.5902,10.050738700003421,9,2,1,6,3,1,0.4,0.338,0.9601111111111111
47,0.6133,10.186913599995023,9,2,1,4,2,0,0.395,0.338,0.9716666666666667
48,0.6036,10.317283700002008,9,2,1,5,2,2,0.395,0.335,0.9544444444444444
49,0.5928,10.130530199996429,9,2,1,6,4,2,0.396,0.339,0.9678888888888889
