round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.1642,5.789601299999049,3,0,1,0.29877777777777775
1,0.2185,5.217649400001392,3,0,1,0.27844444444444444
2,0.2619,5.302049899997655,3,0,1,0.2773333333333333
3,0.31,5.2144040999992285,3,0,1,0.11588888888888889
4,0.3394,5.2721040999895195,3,0,1,0.1651111111111111
5,0.3698,5.195459900001879,3,0,1,0.14922222222222223
6,0.4054,5.198953500002972,3,0,1,0.08611111111111111
7,0.4146,5.14679790000082,3,0,1,0.11966666666666667
8,0.4315,5.245485999999801,3,0,1,0.11322222222222222
9,0.4252,5.287968799995724,3,0,1,0.20633333333333334
10,0.4491,5.129051800002344,3,0,1,0.1658888888888889
11,0.4445,5.263661199991475,3,0,1,0.28833333333333333
12,0.4636,5.222670500006643,3,0,1,0.3208888888888889
13,0.4606,5.198634500004118,3,0,1,0.45211111111111113
14,0.4691,5.207618999993429,3,0,1,0.549
15,0.4797,5.254733900001156,3,0,1,0.6908888888888889
16,0.4759,5.31326199999603,3,0,1,0.6877777777777778
17,0.4925,5.164093100000173,3,0,1,0.7406666666666667
18,0.4968,5.23026199999731,3,0,1,0.7651111111111111
19,0.5038,5.343355499993777,3,0,1,0.8067777777777778
20,0.5175,5.291302099998575,3,0,1,0.8676666666666667
21,0.5142,5.280776600004174,3,0,1,0.8683333333333333
22,0.5288,5.273138500007917,3,0,1,0.8653333333333333
23,0.5276,5.288616099991486,3,0,1,0.8794444444444445
24,0.5374,5.172453999999561,3,0,1,0.902
25,0.5395,5.212814500002423,3,0,1,0.8962222222222223
26,0.5455,5.189451700003701,3,0,2,0.8983333333333333
27,0.5503,4.886810900003184,3,0,2,0.9158888888888889
28,0.5568,5.006380099992384,3,0,2,0.9073333333333333
29,0.5577,4.935598700001719,3,0,2,0.9251111111111111
30,0.5626,5.070866299996851,3,0,2,0.915
31,0.5707,5.010396099998616,3,0,2,0.9174444444444444
32,0.5712,5.103731000010157,3,0,2,0.9128888888888889
33,0.5761,4.9595639999897685,3,0,2,0.91
34,0.5818,5.0702042000048095,3,0,2,0.9321111111111111
35,0.5836,5.057467699996778,3,0,2,0.9097777777777778
36,0.587,5.012116500001866,3,0,2,0.9265555555555556
37,0.5911,4.954472199999145,3,0,2,0.93
38,0.5957,4.890985300007742,3,0,2,0.9218888888888889
39,0.5956,5.008551499995519,3,0,2,0.9203333333333333
40,0.598,4.909211600010167,3,0,2,0.9094444444444445
41,0.6003,4.858847800001968,3,0,2,0.9235555555555556
42,0.6009,4.168604400008917,3,0,2,0.9102222222222223
43,0.6067,4.088736100005917,3,0,2,0.9251111111111111
44,0.6076,3.6610761000047205,3,0,2,0.9125555555555556
45,0.6127,4.290147299994715,3,0,2,0.9218888888888889
46,0.6171,4.272065000011935,3,0,2,0.9168888888888889
47,0.6146,4.450244899999234,3,0,2,0.9186666666666666
48,0.6221,4.802569399995264,3,0,2,0.9158888888888889
49,0.6218,5.080178899996099,3,0,2,0.924
