round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.1,6.138721399998758,9,0,0,1.0
1,0.1605,5.39831599999161,9,0,0,0.8495555555555555
2,0.2033,5.540375099997618,9,0,0,0.6613333333333333
3,0.2697,5.4597077000071295,9,0,0,0.7562222222222222
4,0.3121,4.589260099994135,9,0,0,0.7817777777777778
5,0.3464,4.590937499990105,9,0,0,0.8853333333333333
6,0.3602,4.446032899999409,9,0,0,0.9181111111111111
7,0.3942,5.076705300001777,9,0,0,0.9786666666666667
8,0.4015,5.3277226999925915,9,0,0,0.9515555555555556
9,0.4218,5.316140499999165,9,0,0,0.9687777777777777
10,0.4315,5.15168489998905,9,0,0,0.9645555555555556
11,0.4376,5.076953499999945,9,0,0,0.9714444444444444
12,0.4523,5.099781299999449,9,0,0,0.9727777777777777
13,0.4645,5.055376600008458,9,0,0,0.9744444444444444
14,0.4649,5.144494700012729,9,0,1,0.9736666666666667
15,0.4761,4.850412699990557,9,0,1,0.9734444444444444
16,0.4813,4.901007699998445,9,0,1,0.9724444444444444
17,0.4855,4.928197100001853,9,0,1,0.9733333333333334
18,0.4926,4.942769099987345,9,0,1,0.9716666666666667
19,0.5031,5.066174799998407,9,0,1,0.9734444444444444
20,0.507,5.079945999998017,9,0,1,0.9748888888888889
21,0.507,5.059820900001796,9,0,1,0.9731111111111111
22,0.5088,4.988672400009818,9,0,1,0.9736666666666667
23,0.516,5.040418699994916,9,0,1,0.9698888888888889
24,0.5232,4.211616900007357,9,0,1,0.974
25,0.5244,4.320512899997993,9,0,1,0.9788888888888889
26,0.5312,4.106073000002652,9,0,1,0.9744444444444444
27,0.538,4.866654099998414,9,0,1,0.9733333333333334
28,0.5394,4.881116699994891,9,0,1,0.9766666666666667
29,0.541,4.7969983000075445,9,0,1,0.9737777777777777
30,0.5464,4.824624100001529,9,0,1,0.9752222222222222
31,0.5521,4.812514200006262,9,0,1,0.9744444444444444
32,0.5536,4.925200199999381,9,0,1,0.9747777777777777
33,0.5598,4.910957899992354,9,0,1,0.9747777777777777
34,0.5622,4.832826500001829,9,0,1,0.9756666666666667
35,0.5675,4.8608188000071095,9,0,1,0.975
36,0.5708,4.977428700003657,9,0,1,0.9751111111111112
37,0.5723,4.93765639999765,9,0,1,0.9732222222222222
38,0.5785,4.952611700005946,9,0,1,0.9737777777777777
39,0.5787,4.970703999992111,9,0,1,0.975
40,0.5861,4.945818399995915,9,0,1,0.9767777777777777
41,0.5859,4.950522899991483,9,0,1,0.9712222222222222
42,0.5927,4.960160399990855,9,0,1,0.9788888888888889
43,0.5939,4.886647600011202,9,0,1,0.9767777777777777
44,0.5931,4.9830382999934955,9,0,1,0.975
45,0.6008,4.992251100004069,9,0,1,0.9731111111111111
46,0.6055,4.1184119999961695,9,0,1,0.9728888888888889
47,0.6036,4.236731700002565,9,0,1,0.9746666666666667
48,0.61,4.178443899989361,9,0,1,0.975
49,0.6091,4.747290300001623,9,0,1,0.9705555555555555
