round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1,38.748668799998995,9,0,0,6,3,1,0.0,0.0,1.0
1,0.1012,38.744103500001074,9,0,0,7,4,3,0.0,0.0,1.0
2,0.2141,41.87688310000158,9,0,0,7,1,1,0.0,0.0,0.8501111111111112
3,0.242,37.35488760000226,9,0,0,5,4,3,0.0,0.0,0.7767777777777778
4,0.2846,36.36626839999735,9,0,0,6,4,3,0.0,0.0,0.5138888888888888
5,0.3204,36.92046109999865,9,0,0,6,3,3,0.0,0.0,0.7241111111111111
6,0.3589,36.318719700000656,9,0,0,7,2,1,0.016,0.0,0.9658888888888889
7,0.3762,36.46451330000127,9,0,0,6,1,0,0.014,0.0,0.9581111111111111
8,0.3934,35.85394929999893,9,0,0,7,3,2,0.012,0.0,0.95
9,0.3791,36.48612780000258,9,0,0,7,5,3,0.011,0.0,0.9717777777777777
10,0.3839,36.262445899999875,9,0,0,7,3,1,0.01,0.0,0.9628888888888889
11,0.415,35.994293700001435,9,0,0,8,5,5,0.009,0.004,0.9054444444444445
12,0.441,37.55416250000053,9,0,0,7,2,2,0.017,0.007,0.9608888888888889
13,0.4158,35.79745620000176,9,0,0,7,4,2,0.016,0.01,0.9704444444444444
14,0.4537,36.48782299999948,9,0,0,8,3,3,0.015,0.01,0.963
15,0.4691,36.184797799996886,9,0,0,7,1,1,0.014,0.009,0.9536666666666667
16,0.4809,35.470834699997795,9,0,0,7,1,1,0.013,0.008,0.9537777777777777
17,0.4806,35.44000089999827,9,0,0,8,1,1,0.012,0.008,0.9622222222222222
18,0.4902,36.34440910000194,9,0,0,8,1,1,0.012,0.008,0.9508888888888889
19,0.4777,35.83142769999904,9,0,0,6,6,3,0.011,0.007,0.9646666666666667
20,0.4886,37.326164700003574,9,0,0,8,4,3,0.011,0.009,0.9731111111111111
21,0.4757,35.661759900001925,9,0,0,6,4,3,0.015,0.013,0.9487777777777778
22,0.4804,35.95972169999732,9,0,0,6,4,3,0.019,0.017,0.9692222222222222
23,0.486,36.7897567,9,0,0,7,5,4,0.023,0.018,0.9527777777777777
24,0.5094,35.74904629999946,9,0,0,7,3,1,0.022,0.019,0.9652222222222222
25,0.4957,35.85615200000029,9,0,0,7,6,5,0.021,0.02,0.9586666666666667
26,0.5039,35.37435980000009,9,0,0,6,5,3,0.021,0.025,0.9497777777777778
27,0.5071,35.72792029999982,9,0,0,6,7,5,0.02,0.027,0.937
28,0.5303,35.86807489999774,9,0,0,8,6,6,0.031,0.033,0.9535555555555556
29,0.5309,35.07945119999931,9,0,0,9,3,3,0.037,0.033,0.9585555555555556
30,0.5394,35.72492620000048,9,0,0,8,3,2,0.036,0.034,0.9674444444444444
31,0.514,36.486069799997495,9,0,0,6,5,3,0.035,0.034,0.9636666666666667
32,0.5435,38.02563139999984,9,0,0,6,4,3,0.034,0.036,0.9622222222222222
33,0.5549,36.49725970000145,9,0,1,6,2,1,0.036,0.036,0.9674444444444444
34,0.5567,34.754348200000095,9,0,1,6,3,1,0.035,0.036,0.9786666666666667
35,0.5586,33.72138619999896,9,0,1,7,3,2,0.034,0.035,0.968
36,0.5709,33.76905679999982,9,0,1,6,2,1,0.033,0.035,0.9662222222222222
37,0.566,33.831471800000145,9,0,1,5,3,2,0.032,0.034,0.9705555555555555
38,0.5573,34.47536659999969,9,0,1,7,2,2,0.031,0.035,0.9637777777777777
39,0.5724,33.96607710000171,9,0,1,5,3,2,0.031,0.036,0.9731111111111111
40,0.5781,35.72812680000061,9,0,1,6,2,2,0.03,0.035,0.972
41,0.5654,33.79163999999946,9,0,1,5,4,2,0.032,0.035,0.9616666666666667
42,0.5873,33.578217700000096,9,0,1,6,1,0,0.031,0.035,0.9738888888888889
43,0.5688,33.27860760000112,9,0,1,6,3,2,0.03,0.034,0.9638888888888889
44,0.594,33.501538399999845,9,0,1,6,1,0,0.03,0.034,0.9761111111111112
45,0.5876,33.10750929999995,9,0,1,6,2,1,0.029,0.033,0.9757777777777777
46,0.5949,33.468450599997595,9,0,1,7,3,3,0.028,0.033,0.9797777777777777
47,0.6019,34.9286076999997,9,0,1,6,2,1,0.028,0.033,0.9782222222222222
48,0.6062,35.28410060000169,9,0,1,6,0,0,0.027,0.032,0.9768888888888889
49,0.6044,34.01161679999859,9,0,1,6,3,2,0.027,0.032,0.977
